EPA Region,State,Lake Name,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,Abbreviation,CAS Number,Amount,Units,MDL,QL,Lab Flag,SCC Code,Comment
5,IN,Lake Michigan,NCCAGL10-1069,560204,560204.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosahexaenoic acid,DHA,6217-54-5,1.910,mg/g,0.100,0.200,,,
5,IN,Lake Michigan,NCCAGL10-1069,560204,560204.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.450,mg/g,0.100,0.200,,RPDX,RPD high (42%)
5,IN,Lake Michigan,NCCAGL10-1069,560204,560204.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosapentaenoic acid,EPA,10417-94-4,1.390,mg/g,0.100,0.200,,RPDX,RPD high (31%)
5,IN,Lake Michigan,NCCAGL10-1069,560204,560204.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,LSRM,"SRM 62.7% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,IN,Lake Michigan,NCCAGL10-1088,560205,560205.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.040,mg/g,0.100,0.200,,,
5,IN,Lake Michigan,NCCAGL10-1088,560205,560205.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,4.750,mg/g,0.100,0.200,,,
5,IN,Lake Michigan,NCCAGL10-1088,560205,560205.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.770,mg/g,0.100,0.200,,,
5,IN,Lake Michigan,NCCAGL10-1088,560205,560205.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.140,mg/g,0.100,0.200,,,
5,IN,Lake Michigan,NCCAGL10-1088,560205,560205.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.195,mg/g,0.100,0.200,J,,
5,MI,Lake Erie,NCCAGL10-1140,560003,560003.1,Morone americana,White perch,Moronidae,P,alpha-Linolenic acid,ALA,463-40-1,1.440,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1140,560003,560003.1,Morone americana,White perch,Moronidae,P,Docosahexaenoic acid,DHA,6217-54-5,1.910,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1140,560003,560003.1,Morone americana,White perch,Moronidae,P,Docosapentaenoic acid,DPA,24880-45-3,0.828,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1140,560003,560003.1,Morone americana,White perch,Moronidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.760,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1140,560003,560003.1,Morone americana,White perch,Moronidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.180,mg/g,0.100,0.200,J,,
5,MI,Lake Erie,NCCAGL10-1148,560017,560017.1,Morone americana,White perch,Moronidae,P,alpha-Linolenic acid,ALA,463-40-1,1.410,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1148,560017,560017.1,Morone americana,White perch,Moronidae,P,Docosahexaenoic acid,DHA,6217-54-5,1.830,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1148,560017,560017.1,Morone americana,White perch,Moronidae,P,Docosapentaenoic acid,DPA,24880-45-3,0.776,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1148,560017,560017.1,Morone americana,White perch,Moronidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.630,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1148,560017,560017.1,Morone americana,White perch,Moronidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.184,mg/g,0.100,0.200,J,,
5,MI,Lake Erie,NCCAGL10-1168,560022,560022.1,Morone americana,White perch,Moronidae,P,alpha-Linolenic acid,ALA,463-40-1,2.000,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1168,560022,560022.1,Morone americana,White perch,Moronidae,P,Docosahexaenoic acid,DHA,6217-54-5,2.610,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1168,560022,560022.1,Morone americana,White perch,Moronidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.080,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1168,560022,560022.1,Morone americana,White perch,Moronidae,P,Eicosapentaenoic acid,EPA,10417-94-4,3.730,mg/g,0.100,0.200,,,
5,MI,Lake Erie,NCCAGL10-1168,560022,560022.1,Morone americana,White perch,Moronidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.211,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,alpha-Linolenic acid,ALA,463-40-1,,mg/g,0.100,0.200,U,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Docosahexaenoic acid,DHA,6217-54-5,0.652,mg/g,0.100,0.200,,RPDX,RPD high (37%).
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Docosapentaenoic acid,DPA,24880-45-3,,mg/g,0.100,0.200,U,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Eicosapentaenoic acid,EPA,10417-94-4,0.241,mg/g,0.100,0.200,,RPDX,RPD high (54%).
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,LSRM,"SRM 65.3% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,2.420,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,10.900,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,4.880,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,5.750,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,1.020,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.190,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,6.090,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,2.650,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.570,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.402,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.190,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,6.880,mg/g,0.100,0.200,,RPDX,RPD high (37%).
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.900,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.850,mg/g,0.100,0.200,,RPDX,RPD high (54%).
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.493,mg/g,0.100,0.200,,LSRM,"SRM 65.3% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.470,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,6.340,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,2.140,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.600,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.558,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1099,560012,560012.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,alpha-Linolenic acid,ALA,463-40-1,0.613,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1099,560012,560012.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosahexaenoic acid,DHA,6217-54-5,0.985,mg/g,0.100,0.200,,RPDX,RPD marginally high (23%)
5,MI,Lake Huron,NCCAGL10-1099,560012,560012.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosapentaenoic acid,DPA,24880-45-3,0.968,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1099,560012,560012.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosapentaenoic acid,EPA,10417-94-4,1.430,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1099,560012,560012.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,LSRM,"SRM 67% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1100,560081,560081.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.450,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1100,560081,560081.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,7.530,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1100,560081,560081.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,2.080,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1100,560081,560081.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,3.090,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1100,560081,560081.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.725,mg/g,0.100,0.200,,LSRM,"SRM 69.2% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1101,560327,560327.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.060,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1101,560327,560327.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,5.230,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Huron,NCCAGL10-1101,560327,560327.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.870,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Huron,NCCAGL10-1101,560327,560327.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.160,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Huron,NCCAGL10-1101,560327,560327.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.338,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1102,561929,561929.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,alpha-Linolenic acid,ALA,463-40-1,1.290,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Huron,NCCAGL10-1102,561929,561929.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Docosahexaenoic acid,DHA,6217-54-5,1.500,mg/g,0.100,0.200,,RPDX,RPD high (37%).
5,MI,Lake Huron,NCCAGL10-1102,561929,561929.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Docosapentaenoic acid,DPA,24880-45-3,2.370,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Huron,NCCAGL10-1102,561929,561929.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Eicosapentaenoic acid,EPA,10417-94-4,2.750,mg/g,0.100,0.200,,RPDX,RPD high (54%).
5,MI,Lake Huron,NCCAGL10-1102,561929,561929.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Eicosatrienoic acid,ETE,2091-27-2,0.145,mg/g,0.100,0.200,J,LSRM,"SRM 65.3% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1103,560123,560123.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,alpha-Linolenic acid,ALA,463-40-1,,mg/g,0.100,0.200,U,,
5,MI,Lake Huron,NCCAGL10-1103,560123,560123.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Docosahexaenoic acid,DHA,6217-54-5,1.310,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1103,560123,560123.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Docosapentaenoic acid,DPA,24880-45-3,0.576,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1103,560123,560123.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Eicosapentaenoic acid,EPA,10417-94-4,0.363,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1103,560123,560123.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,LSRM,"SRM 69.2% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1104,560072,560072.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.720,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1104,560072,560072.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,8.210,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1104,560072,560072.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,2.740,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1104,560072,560072.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,4.110,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1104,560072,560072.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.833,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1105,560324,560324.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.290,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1105,560324,560324.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,6.470,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Huron,NCCAGL10-1105,560324,560324.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,2.190,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Huron,NCCAGL10-1105,560324,560324.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.600,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Huron,NCCAGL10-1105,560324,560324.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.409,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1106,560023,560023.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,alpha-Linolenic acid,ALA,463-40-1,0.312,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1106,560023,560023.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Docosahexaenoic acid,DHA,6217-54-5,2.330,mg/g,0.100,0.200,,RPDX,RPD marginally high (23%)
5,MI,Lake Huron,NCCAGL10-1106,560023,560023.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Docosapentaenoic acid,DPA,24880-45-3,0.827,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1106,560023,560023.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Eicosapentaenoic acid,EPA,10417-94-4,2.170,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1106,560023,560023.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,LSRM,"SRM 67% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1107,560328,560328.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.778,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1107,560328,560328.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,4.210,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Huron,NCCAGL10-1107,560328,560328.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.950,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Huron,NCCAGL10-1107,560328,560328.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,1.820,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Huron,NCCAGL10-1107,560328,560328.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.299,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1108,560043,560043.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,alpha-Linolenic acid,ALA,463-40-1,0.357,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1108,560043,560043.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosahexaenoic acid,DHA,6217-54-5,1.130,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1108,560043,560043.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.310,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1108,560043,560043.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosapentaenoic acid,EPA,10417-94-4,0.963,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1108,560043,560043.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.122,mg/g,0.100,0.200,J,,
5,MI,Lake Huron,NCCAGL10-1110,560326,560326.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.823,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Huron,NCCAGL10-1110,560326,560326.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,3.960,mg/g,0.100,0.200,,RPDX,RPD high (37%).
5,MI,Lake Huron,NCCAGL10-1110,560326,560326.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.140,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Huron,NCCAGL10-1110,560326,560326.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,1.470,mg/g,0.100,0.200,,RPDX,RPD high (54%).
5,MI,Lake Huron,NCCAGL10-1110,560326,560326.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.163,mg/g,0.100,0.200,J,LSRM,"SRM 65.3% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1113,560069,560069.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.650,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1113,560069,560069.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,6.990,mg/g,0.100,0.200,,,
